model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,44724.92,2025-02-21,2025-04-28,New Jersey,279.4,0,76.4,5.1,5,162.2,597
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,42080.17,2023-12-04,2023-12-07,California,301.2,0,72.0,3.9,5,161.6,517
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,50566.43,2024-02-06,2024-02-15,Washington,370.0,0,88.2,1.2,5,160.1,582
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,217722.97,2023-08-15,2023-10-16,Texas,483.7,0,88.5,1.1,5,166.0,481
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,109164.02,2024-07-18,2024-09-27,Texas,334.6,0,91.0,6.5,7,140.7,774
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,47599.8,2024-12-21,2025-01-30,Illinois,282.7,0,76.8,5.5,7,140.3,729
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,103420.53,2024-11-02,2024-11-10,Massachusetts,318.1,0,70.2,6.3,7,159.6,707
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,84608.63,2023-07-16,2023-07-27,New York,316.2,0,92.4,2.7,7,144.4,666
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,56763.88,2024-02-03,2024-04-29,Arizona,282.2,0,73.4,10.7,7,153.7,716
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,68432.46,2023-05-08,2023-06-04,Oregon,424.8,0,96.6,3.5,5,153.4,644
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,48678.98,2023-06-16,2023-07-02,Arizona,274.1,0,69.0,11.2,5,157.2,577
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,113760.0,2024-02-19,2024-04-16,Arizona,344.2,0,69.4,6.1,7,145.8,613
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,51992.75,2024-05-23,2024-08-03,Texas,285.9,0,99.6,8.3,7,141.1,551
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,68914.27,2025-01-03,2025-02-16,Oregon,286.5,0,96.3,10.0,5,149.7,552
Tesla Model Y,Performance,Pearl White,Electric,Automatic,69733.49,2024-11-27,2025-02-06,Washington,287.1,0,73.0,9.9,7,146.3,495
Tesla Model X,Long Range,Solid Black,Electric,Automatic,80261.95,2023-11-23,2023-12-04,Virginia,318.3,0,86.0,1.1,7,144.2,878
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,46211.94,2024-08-16,2024-08-22,Massachusetts,330.9,0,70.6,7.7,5,159.3,468
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,120700.15,2025-02-14,2025-05-07,Maryland,357.3,0,97.8,3.8,5,164.9,554
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,249461.59,2025-02-19,2025-04-20,Nevada,603.8,0,77.1,2.5,5,140.2,436
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,57537.34,2024-07-01,2024-07-27,Maryland,264.3,0,64.6,2.4,7,140.2,847
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,77355.61,2024-09-09,2024-09-25,Arizona,400.4,0,61.4,2.1,5,168.4,445
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,65584.36,2024-02-06,2024-02-09,Washington,316.1,0,66.1,3.9,7,145.9,518
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,69894.6,2024-12-28,2025-01-18,Florida,285.8,0,83.5,10.1,7,149.2,724
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,64654.54,2023-11-17,2023-12-31,Oregon,402.7,0,86.9,7.9,5,162.1,432
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,81657.57,2024-06-18,2024-07-17,Massachusetts,321.6,0,99.6,7.6,7,145.9,481
Tesla Model S,Plaid,Pearl White,Electric,Automatic,129956.42,2024-10-05,2024-12-03,Massachusetts,321.1,0,75.9,8.7,5,160.3,430
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,77996.62,2024-03-13,2024-04-12,Arizona,329.9,0,77.3,2.5,5,152.3,519
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,52146.6,2023-05-18,2023-05-24,Connecticut,300.9,0,97.6,2.5,5,164.2,502
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,57360.63,2024-01-17,2024-03-02,New Jersey,299.6,0,65.6,9.8,7,150.4,880
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,63618.17,2025-01-30,2025-04-08,Florida,317.7,0,65.1,5.4,5,156.4,546
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,48457.01,2024-01-18,2024-02-23,Oregon,269.6,0,63.2,10.2,5,147.5,549
Tesla Model X,Performance,Pearl White,Electric,Automatic,102904.99,2023-07-22,2023-08-14,Colorado,338.1,0,76.2,6.2,7,152.0,804
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,116256.51,2024-08-29,2024-08-31,Arizona,327.8,0,67.0,9.2,7,168.0,603
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,66745.51,2023-06-18,2023-09-02,Oregon,275.5,0,87.6,5.0,7,162.8,798
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,39397.14,2024-04-17,2024-05-28,Colorado,280.5,0,76.3,0.6,5,155.9,541
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,50718.05,2023-11-09,2024-01-22,California,300.3,0,77.9,6.2,5,148.3,541
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,77806.94,2024-05-31,2024-07-17,Colorado,350.6,0,96.7,2.1,5,164.2,529
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,127971.51,2023-12-25,2024-02-18,New Jersey,342.4,0,81.3,11.6,7,157.9,436
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,47402.83,2024-11-04,2025-01-01,Virginia,264.2,0,76.8,9.0,7,150.3,843
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,56491.64,2024-04-29,2024-05-15,Connecticut,279.7,0,70.3,5.1,5,142.7,594
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,133056.65,2023-06-05,2023-08-11,Oregon,347.4,0,96.0,10.1,7,163.6,738
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,76218.43,2025-02-20,2025-04-15,Colorado,368.6,0,79.2,1.1,5,157.3,582
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,57130.93,2023-08-17,2023-09-11,Texas,430.9,0,90.7,8.5,5,149.8,484
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,61330.59,2024-09-08,2024-10-15,Oregon,271.1,0,99.3,7.8,5,161.3,602
Tesla Model S,Performance,Ultra Red,Electric,Automatic,92668.98,2024-02-18,2024-03-15,New York,402.9,0,73.0,8.5,5,151.9,526
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,44204.18,2024-05-13,2024-06-22,Texas,275.7,0,75.4,4.9,5,169.1,443
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,66411.3,2025-01-28,2025-03-15,Colorado,306.9,0,66.7,4.5,7,140.8,776
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,108007.88,2024-09-29,2024-11-22,Nevada,320.6,0,78.2,3.5,5,148.1,634
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,117224.37,2023-04-11,2023-06-04,Illinois,310.8,0,81.2,3.5,7,145.3,479
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,55442.83,2024-05-10,2024-08-08,Colorado,297.5,0,92.7,7.9,7,168.3,734
Tesla Model S,Plaid,Solid Black,Electric,Automatic,95490.63,2024-08-26,2024-10-31,Washington,373.0,0,63.1,7.2,5,148.1,595
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,122525.72,2025-02-08,2025-04-09,Oregon,321.4,0,93.2,11.3,5,169.0,562
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,214539.47,2024-05-22,2024-06-12,Illinois,440.7,0,93.2,0.9,5,156.0,602
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,220197.49,2025-03-09,2025-03-30,Connecticut,496.4,0,94.4,8.5,5,149.3,608
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,51588.91,2024-04-25,2024-05-15,Colorado,355.3,0,67.6,4.3,5,149.0,541
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,95389.89,2024-06-06,2024-08-12,Nevada,336.6,0,90.6,4.5,5,166.3,598
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,94502.7,2024-07-22,2024-08-22,Colorado,333.9,0,70.4,1.6,5,169.5,515
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,57101.31,2024-10-05,2024-11-15,Colorado,271.3,0,78.3,6.4,7,150.3,562
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,207870.73,2023-05-15,2023-05-31,New Jersey,417.5,0,76.4,8.5,5,156.9,574
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,124422.72,2023-09-22,2023-11-18,New York,326.6,0,90.3,9.9,5,154.5,643
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,39885.17,2024-12-23,2025-01-20,Massachusetts,303.6,0,75.6,2.5,5,157.6,518
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,54622.48,2023-12-21,2024-01-17,Colorado,293.3,0,89.6,3.2,7,169.8,438
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,74253.55,2024-07-24,2024-09-09,Texas,268.4,0,81.7,6.6,5,158.6,529
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,101877.57,2024-01-22,2024-02-14,Virginia,388.1,0,65.7,6.9,5,141.5,472
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,64142.39,2023-08-29,2023-11-24,Florida,265.6,0,76.9,4.2,7,163.5,483
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,206785.67,2024-08-08,2024-08-25,Florida,601.0,0,96.3,11.0,5,155.8,431
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,63905.9,2023-10-08,2023-11-27,Massachusetts,383.4,0,66.8,2.8,5,163.2,587
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,44212.96,2025-03-25,2025-05-29,Florida,317.7,0,74.9,4.2,7,142.3,710
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,99678.05,2023-05-04,2023-06-12,Illinois,338.8,0,96.7,11.9,7,143.6,799
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,99599.78,2024-03-26,2024-05-15,Massachusetts,323.1,0,85.5,1.4,7,149.0,809
Tesla Model S,Long Range,Solid Black,Electric,Automatic,107191.06,2023-08-14,2023-10-25,Washington,354.6,0,71.8,5.3,5,145.5,592
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,91384.05,2023-12-26,2024-03-01,Connecticut,374.9,0,94.9,0.8,5,151.9,621
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,44638.99,2024-12-03,2024-12-07,Texas,293.4,0,66.5,4.2,5,142.7,428
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,82941.7,2024-09-09,2024-11-16,New Jersey,370.6,0,61.2,2.3,5,140.7,485
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,138717.96,2024-06-20,2024-09-13,Oregon,330.7,0,96.2,3.0,7,161.7,482
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,53930.59,2024-01-01,2024-02-20,Texas,276.2,0,96.8,2.1,7,146.3,651
Tesla Roadster,Performance,Pearl White,Electric,Automatic,203380.71,2025-02-26,2025-04-21,Washington,528.6,0,88.6,11.8,5,145.7,442
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,133897.95,2024-06-16,2024-07-21,Colorado,347.0,0,76.0,6.0,7,143.9,501
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,60947.45,2024-11-23,2025-01-04,Colorado,411.6,0,82.7,0.5,5,161.8,605
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,98270.06,2023-10-03,2023-12-20,New Jersey,336.5,0,77.4,10.8,5,150.1,640
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,103545.69,2023-04-06,2023-04-09,Maryland,357.6,0,73.6,11.2,5,144.6,565
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,49876.12,2024-09-03,2024-10-17,Florida,329.0,0,62.5,3.8,5,144.4,607
Tesla Model X,Performance,Ultra Red,Electric,Automatic,129085.86,2023-08-13,2023-10-08,Arizona,309.8,0,96.2,1.2,7,148.3,541
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,113490.9,2024-09-26,2024-11-07,Virginia,368.8,0,97.8,9.3,5,148.7,587
Tesla Roadster,Performance,Pearl White,Electric,Automatic,221892.71,2024-10-01,2024-12-12,California,549.0,0,95.8,5.3,5,152.5,544
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,90545.81,2023-12-23,2024-03-06,Florida,391.2,0,79.9,1.1,5,151.4,425
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,234607.76,2025-03-20,2025-04-15,Nevada,450.3,0,88.0,7.3,5,166.8,606
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,214657.23,2024-09-05,2024-10-06,Oregon,577.3,0,85.3,0.9,5,147.6,599
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,53781.25,2023-12-22,2024-02-29,Arizona,303.4,0,63.4,1.3,7,149.7,432
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,74617.25,2025-03-12,2025-03-15,Florida,450.1,0,87.0,10.3,5,154.5,533
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,105262.97,2023-08-02,2023-09-15,Colorado,369.0,0,88.6,5.1,5,168.7,531
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,64291.77,2023-09-23,2023-12-06,Massachusetts,288.3,0,79.8,3.8,7,161.8,809
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,44832.82,2023-07-17,2023-09-02,Oregon,271.4,0,85.2,6.8,5,151.3,518
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,48641.57,2023-11-17,2024-01-02,Colorado,271.9,0,88.5,9.6,7,164.7,434
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,47275.03,2025-01-30,2025-02-15,Florida,327.0,0,92.3,8.1,5,166.4,488
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,89736.6,2024-08-09,2024-10-19,Virginia,371.9,0,91.0,6.0,5,158.8,426
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,110999.25,2023-07-16,2023-10-11,Virginia,353.2,0,63.6,9.3,5,149.5,559
Tesla Model X,Plaid,Pearl White,Electric,Automatic,108719.01,2024-05-07,2024-07-31,New York,311.5,0,97.5,3.6,7,154.7,872
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,82490.22,2023-06-01,2023-07-24,Oregon,403.8,0,64.5,2.1,5,144.5,533
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,218078.59,2024-06-26,2024-09-06,Massachusetts,612.5,0,67.1,2.3,5,169.1,542
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,91601.3,2024-02-04,2024-03-13,Illinois,312.2,0,62.1,6.4,7,165.0,768
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,78658.64,2025-03-23,2025-04-12,Colorado,334.3,0,68.1,2.9,5,142.2,639
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,210573.63,2023-09-18,2023-12-06,Maryland,560.4,0,74.6,4.8,5,158.0,532
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,40665.63,2024-12-07,2024-12-10,Washington,301.7,0,69.4,10.2,5,167.3,441
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,137452.23,2023-06-20,2023-09-09,Washington,348.0,0,88.5,5.7,7,160.8,727
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,45062.0,2024-07-13,2024-09-12,Massachusetts,302.8,0,87.9,5.7,7,155.3,601
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,249657.49,2023-08-04,2023-10-03,Arizona,419.7,0,71.3,7.2,5,152.7,622
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,46355.33,2023-11-01,2023-12-12,Oregon,276.3,0,63.1,2.3,5,161.5,548
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,93975.74,2023-11-21,2024-01-30,Virginia,404.0,0,71.8,11.8,5,154.6,599
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,56643.71,2024-02-14,2024-03-14,Nevada,413.5,0,61.3,2.7,5,162.7,503
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,110743.49,2024-08-26,2024-11-12,Washington,348.0,0,81.5,0.7,5,144.5,619
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,61143.03,2023-11-29,2024-01-14,Connecticut,295.5,0,84.9,9.7,7,149.4,570
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,223947.26,2023-06-05,2023-06-16,Colorado,439.9,0,88.8,4.7,5,165.1,491
Tesla Model S,Performance,Solid Black,Electric,Automatic,110175.55,2024-07-09,2024-10-02,Massachusetts,341.5,0,96.8,8.1,5,168.6,547
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,45753.53,2024-06-13,2024-09-07,Illinois,307.8,0,89.7,2.9,7,153.2,478
Tesla Model S,Performance,Pearl White,Electric,Automatic,120033.94,2024-02-12,2024-03-23,Virginia,362.8,0,99.1,4.1,5,156.8,520
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,239393.31,2024-03-31,2024-04-23,New York,542.7,0,74.7,4.5,5,159.4,524
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,59979.34,2024-08-20,2024-09-01,New Jersey,392.8,0,94.9,11.7,5,141.1,635
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,86644.63,2023-08-05,2023-09-22,New Jersey,385.3,0,80.2,10.5,5,150.5,458
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,217708.45,2023-05-21,2023-08-07,California,602.2,0,81.5,6.7,5,149.3,615
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,51187.03,2024-10-24,2024-10-31,Maryland,385.2,0,82.3,0.5,5,148.0,516
Tesla Model Y,Performance,Solid Black,Electric,Automatic,46438.37,2024-01-17,2024-02-19,Oregon,309.5,0,91.7,3.3,7,152.2,840
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,65068.84,2024-11-30,2024-12-10,Nevada,464.6,0,72.1,11.4,5,146.3,467
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,205984.44,2023-06-17,2023-09-15,Maryland,596.5,0,71.9,10.9,5,169.8,478
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,244329.62,2023-10-09,2024-01-06,Nevada,560.1,0,98.5,5.9,5,146.0,447
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,50576.86,2023-10-06,2023-11-16,Virginia,315.8,0,81.0,11.9,5,147.1,647
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,212155.46,2024-10-05,2024-12-18,Texas,541.1,0,82.7,2.5,5,162.4,506
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,46942.29,2023-08-27,2023-09-24,Colorado,302.2,0,83.2,9.0,7,166.4,675
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,85945.62,2024-11-21,2024-12-17,Colorado,330.3,0,74.8,9.8,5,159.2,605
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,232349.72,2024-12-21,2025-03-03,Washington,574.0,0,89.5,1.5,5,156.1,632
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,202020.07,2023-11-29,2024-01-16,Florida,614.1,0,80.3,9.3,5,147.0,581
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,103665.07,2023-09-30,2023-12-24,New Jersey,368.4,0,89.1,3.3,5,143.3,619
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,130524.4,2024-06-30,2024-08-15,Connecticut,335.4,0,88.2,3.1,7,153.2,569
Tesla Model S,Long Range,Solid Black,Electric,Automatic,82094.56,2024-07-22,2024-08-27,Oregon,347.7,0,94.2,6.0,5,147.5,463
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,234076.46,2023-12-03,2024-01-25,California,435.9,0,71.3,2.3,5,149.2,557
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,116668.38,2023-07-05,2023-09-11,Washington,310.9,0,70.4,7.7,7,142.9,683
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,56708.31,2024-06-15,2024-07-05,Arizona,285.9,0,80.6,11.0,7,143.8,584
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,86234.53,2023-04-04,2023-05-12,Maryland,382.2,0,78.2,1.9,5,154.9,636
Tesla Model S,Performance,Solid Black,Electric,Automatic,78779.64,2023-11-14,2023-11-24,California,359.9,0,93.7,2.8,5,163.5,548
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,68793.31,2024-11-30,2025-02-03,Texas,410.6,0,93.2,4.9,5,153.5,636
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,127514.64,2023-09-10,2023-11-29,Connecticut,333.2,0,75.3,7.2,7,152.3,898
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,101706.96,2024-02-10,2024-05-02,Nevada,322.4,0,95.5,10.8,5,150.8,627
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,124906.26,2024-02-26,2024-05-20,California,345.5,0,81.7,10.4,7,146.2,617
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,249875.88,2023-07-21,2023-09-08,Washington,526.5,0,98.5,10.9,5,168.8,585
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,43357.28,2024-01-10,2024-03-21,Washington,326.0,0,79.4,2.6,5,161.2,464
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,244714.35,2023-04-23,2023-05-14,Illinois,509.4,0,81.7,2.4,5,169.6,503
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,132836.76,2024-07-31,2024-10-08,Massachusetts,308.5,0,76.0,9.0,7,166.0,842
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,57941.6,2024-06-12,2024-08-30,Massachusetts,498.9,0,83.5,11.5,5,143.6,426
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,214476.81,2023-04-24,2023-05-01,Connecticut,483.8,0,73.2,4.6,5,144.8,609
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,138665.4,2023-08-02,2023-10-23,California,343.9,0,63.7,10.4,7,165.5,507
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,116350.87,2023-06-08,2023-07-13,Texas,353.1,0,92.2,4.8,5,147.2,600
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,88475.0,2024-10-31,2024-12-03,New Jersey,387.2,0,70.8,3.5,5,167.5,502
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,66766.55,2024-03-13,2024-04-08,Florida,284.3,0,68.4,4.8,7,150.4,883
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,113533.13,2025-03-02,2025-03-27,Washington,336.2,0,74.6,3.9,7,148.5,524
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,45882.47,2023-11-14,2024-01-05,Colorado,271.3,0,75.8,2.5,7,167.5,512
Tesla Model X,Performance,Solid Black,Electric,Automatic,136683.6,2024-04-25,2024-05-29,Nevada,331.0,0,95.7,9.5,7,150.4,777
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,227493.64,2024-03-25,2024-05-20,Washington,423.3,0,74.4,7.5,5,157.6,637
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,53590.34,2023-05-16,2023-05-29,Oregon,307.6,0,76.8,1.5,5,168.8,465
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,206244.48,2023-08-16,2023-10-06,Washington,409.6,0,82.5,9.9,5,149.0,645
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,114617.72,2024-04-29,2024-07-26,California,308.7,0,73.8,6.5,7,156.7,764
Tesla Model X,Long Range,Solid Black,Electric,Automatic,81313.89,2025-01-11,2025-02-07,New York,331.6,0,73.7,6.4,7,140.8,788
Tesla Model S,Plaid,Pearl White,Electric,Automatic,82829.8,2024-10-08,2024-12-29,Illinois,367.8,0,72.0,9.7,5,141.6,430
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,45792.19,2023-07-07,2023-09-02,Colorado,302.5,0,95.2,1.8,7,140.8,835
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,96531.24,2025-02-09,2025-04-13,California,333.2,0,77.0,6.7,5,169.6,572
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,111000.76,2023-06-24,2023-07-21,Florida,323.9,0,87.9,3.1,7,144.3,627
Tesla Model X,Performance,Solid Black,Electric,Automatic,82146.44,2024-03-24,2024-04-12,Oregon,308.0,0,79.5,8.1,7,143.4,751
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,44904.9,2024-09-02,2024-09-08,Massachusetts,305.0,0,92.7,3.5,5,155.1,630
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,40613.9,2024-12-05,2025-02-14,Colorado,287.9,0,75.0,2.4,5,143.8,621
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,65444.05,2023-10-08,2023-12-11,Virginia,280.3,0,93.5,6.0,5,149.9,612
